{'loss': 7.4971, 'grad_norm': 6.497195720672607, 'learning_rate': 1.9982222222222224e-05, 'epoch': 0.0}
{'loss': 2.4659, 'grad_norm': 3.4077184200286865, 'learning_rate': 9.842222222222223e-06, 'epoch': 1.53}
{'loss': 2.4281, 'grad_norm': 3.6027169227600098, 'learning_rate': 9.820000000000001e-06, 'epoch': 1.53}
{'loss': 2.4495, 'grad_norm': 4.389924049377441, 'learning_rate': 9.797777777777778e-06, 'epoch': 1.53}
{'loss': 2.384, 'grad_norm': 3.0420143604278564, 'learning_rate': 9.775555555555556e-06, 'epoch': 1.54}
{'loss': 2.4513, 'grad_norm': 2.8855063915252686, 'learning_rate': 9.753333333333335e-06, 'epoch': 1.54}
{'loss': 2.4104, 'grad_norm': 3.797861337661743, 'learning_rate': 9.731111111111113e-06, 'epoch': 1.54}
{'loss': 2.428, 'grad_norm': 4.272017002105713, 'learning_rate': 9.70888888888889e-06, 'epoch': 1.55}
{'loss': 2.4267, 'grad_norm': 2.9980716705322266, 'learning_rate': 9.686666666666668e-06, 'epoch': 1.55}
{'loss': 2.4081, 'grad_norm': 3.5207042694091797, 'learning_rate': 9.664444444444446e-06, 'epoch': 1.55}
{'loss': 2.4625, 'grad_norm': 3.5888006687164307, 'learning_rate': 9.642222222222223e-06, 'epoch': 1.56}
{'loss': 2.4517, 'grad_norm': 3.5407700538635254, 'learning_rate': 9.620000000000001e-06, 'epoch': 1.56}
{'loss': 2.4765, 'grad_norm': 3.9007813930511475, 'learning_rate': 9.597777777777779e-06, 'epoch': 1.56}
{'loss': 2.3966, 'grad_norm': 2.99029278755188, 'learning_rate': 9.575555555555556e-06, 'epoch': 1.57}
{'loss': 2.4359, 'grad_norm': 2.5881526470184326, 'learning_rate': 9.553333333333334e-06, 'epoch': 1.57}
{'loss': 2.3962, 'grad_norm': 4.372980117797852, 'learning_rate': 9.531111111111112e-06, 'epoch': 1.57}
{'loss': 2.4316, 'grad_norm': 2.3802273273468018, 'learning_rate': 9.508888888888889e-06, 'epoch': 1.58}
{'loss': 2.4264, 'grad_norm': 3.7104835510253906, 'learning_rate': 9.486666666666667e-06, 'epoch': 1.58}
{'loss': 2.4162, 'grad_norm': 2.6766068935394287, 'learning_rate': 9.464444444444444e-06, 'epoch': 1.58}
{'loss': 2.4148, 'grad_norm': 2.0739336013793945, 'learning_rate': 9.442222222222222e-06, 'epoch': 1.59}
{'loss': 2.4339, 'grad_norm': 2.113985061645508, 'learning_rate': 9.42e-06, 'epoch': 1.59}
{'loss': 2.3795, 'grad_norm': 3.442408800125122, 'learning_rate': 9.397777777777779e-06, 'epoch': 1.59}
{'loss': 2.42, 'grad_norm': 2.738503932952881, 'learning_rate': 9.375555555555557e-06, 'epoch': 1.6}
{'loss': 2.3157, 'grad_norm': 1.7623978853225708, 'learning_rate': 9.353333333333334e-06, 'epoch': 1.6}
{'loss': 2.327, 'grad_norm': 2.7561423778533936, 'learning_rate': 9.331111111111112e-06, 'epoch': 1.6}
{'loss': 2.4071, 'grad_norm': 2.510552167892456, 'learning_rate': 9.30888888888889e-06, 'epoch': 1.61}
{'loss': 2.4432, 'grad_norm': 2.340075731277466, 'learning_rate': 9.286666666666667e-06, 'epoch': 1.61}
{'loss': 2.4039, 'grad_norm': 2.1622982025146484, 'learning_rate': 9.264444444444445e-06, 'epoch': 1.61}
{'loss': 2.4787, 'grad_norm': 3.2034361362457275, 'learning_rate': 9.242222222222222e-06, 'epoch': 1.62}
{'loss': 2.4426, 'grad_norm': 2.8969521522521973, 'learning_rate': 9.220000000000002e-06, 'epoch': 1.62}
{'loss': 2.4424, 'grad_norm': 3.977222442626953, 'learning_rate': 9.197777777777779e-06, 'epoch': 1.62}
{'loss': 2.4302, 'grad_norm': 4.105234622955322, 'learning_rate': 9.175555555555557e-06, 'epoch': 1.63}
{'loss': 2.4045, 'grad_norm': 2.759744644165039, 'learning_rate': 9.153333333333334e-06, 'epoch': 1.63}
{'loss': 2.4798, 'grad_norm': 3.3515396118164062, 'learning_rate': 9.131111111111112e-06, 'epoch': 1.63}
{'loss': 2.298, 'grad_norm': 1.5450553894042969, 'learning_rate': 9.10888888888889e-06, 'epoch': 1.64}
{'loss': 2.4736, 'grad_norm': 3.940545082092285, 'learning_rate': 9.086666666666667e-06, 'epoch': 1.64}
{'loss': 2.4604, 'grad_norm': 3.4166579246520996, 'learning_rate': 9.064444444444447e-06, 'epoch': 1.64}
{'loss': 2.4316, 'grad_norm': 1.8943160772323608, 'learning_rate': 9.042222222222224e-06, 'epoch': 1.65}
{'loss': 2.3914, 'grad_norm': 3.1316592693328857, 'learning_rate': 9.020000000000002e-06, 'epoch': 1.65}
{'loss': 2.4567, 'grad_norm': 4.4154486656188965, 'learning_rate': 8.99777777777778e-06, 'epoch': 1.65}
{'loss': 2.5004, 'grad_norm': 4.430386543273926, 'learning_rate': 8.975555555555557e-06, 'epoch': 1.66}
{'loss': 2.4463, 'grad_norm': 2.699394702911377, 'learning_rate': 8.953333333333335e-06, 'epoch': 1.66}
{'loss': 2.4735, 'grad_norm': 1.995413899421692, 'learning_rate': 8.931111111111112e-06, 'epoch': 1.66}
{'loss': 2.4643, 'grad_norm': 4.200026035308838, 'learning_rate': 8.90888888888889e-06, 'epoch': 1.67}
{'loss': 2.4268, 'grad_norm': 3.420145273208618, 'learning_rate': 8.886666666666667e-06, 'epoch': 1.67}
{'loss': 2.3926, 'grad_norm': 4.099033832550049, 'learning_rate': 8.864444444444445e-06, 'epoch': 1.67}
{'loss': 2.4379, 'grad_norm': 3.1908459663391113, 'learning_rate': 8.842222222222223e-06, 'epoch': 1.68}
{'loss': 2.4305, 'grad_norm': 4.281363010406494, 'learning_rate': 8.82e-06, 'epoch': 1.68}
{'loss': 2.2497, 'grad_norm': 4.020137310028076, 'learning_rate': 8.797777777777778e-06, 'epoch': 1.68}
{'loss': 2.3592, 'grad_norm': 2.5822877883911133, 'learning_rate': 8.775555555555555e-06, 'epoch': 1.69}
{'loss': 2.452, 'grad_norm': 5.842355728149414, 'learning_rate': 8.753333333333333e-06, 'epoch': 1.69}
{'loss': 2.372, 'grad_norm': 3.2195026874542236, 'learning_rate': 8.73111111111111e-06, 'epoch': 1.69}
{'loss': 2.4095, 'grad_norm': 3.0566930770874023, 'learning_rate': 8.70888888888889e-06, 'epoch': 1.7}
{'loss': 2.428, 'grad_norm': 3.2474217414855957, 'learning_rate': 8.686666666666668e-06, 'epoch': 1.7}
{'loss': 2.4199, 'grad_norm': 3.296929359436035, 'learning_rate': 8.664444444444445e-06, 'epoch': 1.7}
{'loss': 2.4358, 'grad_norm': 2.2829957008361816, 'learning_rate': 8.642222222222223e-06, 'epoch': 1.71}
{'loss': 2.3494, 'grad_norm': 2.4879133701324463, 'learning_rate': 8.62e-06, 'epoch': 1.71}
{'loss': 2.4051, 'grad_norm': 6.439234733581543, 'learning_rate': 8.597777777777778e-06, 'epoch': 1.71}
{'loss': 2.4519, 'grad_norm': 5.228020191192627, 'learning_rate': 8.575555555555556e-06, 'epoch': 1.72}
{'loss': 2.4026, 'grad_norm': 2.6748178005218506, 'learning_rate': 8.553333333333333e-06, 'epoch': 1.72}
{'loss': 2.3743, 'grad_norm': 1.8383499383926392, 'learning_rate': 8.531111111111113e-06, 'epoch': 1.72}
{'loss': 2.4448, 'grad_norm': 5.370442867279053, 'learning_rate': 8.50888888888889e-06, 'epoch': 1.73}
{'loss': 2.4775, 'grad_norm': 2.2625601291656494, 'learning_rate': 8.486666666666668e-06, 'epoch': 1.73}
{'loss': 2.3313, 'grad_norm': 2.6838929653167725, 'learning_rate': 8.464444444444445e-06, 'epoch': 1.73}
{'loss': 2.472, 'grad_norm': 4.2747602462768555, 'learning_rate': 8.442222222222223e-06, 'epoch': 1.74}
{'loss': 2.3989, 'grad_norm': 2.339338779449463, 'learning_rate': 8.42e-06, 'epoch': 1.74}
{'loss': 2.4716, 'grad_norm': 3.006269931793213, 'learning_rate': 8.397777777777778e-06, 'epoch': 1.74}
{'loss': 2.4807, 'grad_norm': 4.909559726715088, 'learning_rate': 8.375555555555556e-06, 'epoch': 1.75}
{'loss': 2.5182, 'grad_norm': 2.629075765609741, 'learning_rate': 8.353333333333335e-06, 'epoch': 1.75}
{'loss': 2.4365, 'grad_norm': 2.549637794494629, 'learning_rate': 8.331111111111113e-06, 'epoch': 1.75}
{'loss': 2.47, 'grad_norm': 2.111651659011841, 'learning_rate': 8.30888888888889e-06, 'epoch': 1.76}
{'loss': 2.4025, 'grad_norm': 2.5622944831848145, 'learning_rate': 8.286666666666668e-06, 'epoch': 1.76}
{'loss': 2.4461, 'grad_norm': 2.54489803314209, 'learning_rate': 8.264444444444446e-06, 'epoch': 1.76}
{'loss': 2.4476, 'grad_norm': 3.9977409839630127, 'learning_rate': 8.242222222222223e-06, 'epoch': 1.77}
{'loss': 2.5053, 'grad_norm': 1.953432559967041, 'learning_rate': 8.220000000000001e-06, 'epoch': 1.77}
{'loss': 2.3774, 'grad_norm': 3.911667585372925, 'learning_rate': 8.197777777777779e-06, 'epoch': 1.77}
{'loss': 2.4028, 'grad_norm': 4.910703659057617, 'learning_rate': 8.175555555555556e-06, 'epoch': 1.78}
{'loss': 2.4608, 'grad_norm': 3.5640034675598145, 'learning_rate': 8.153333333333334e-06, 'epoch': 1.78}
{'loss': 2.4909, 'grad_norm': 3.9297664165496826, 'learning_rate': 8.131111111111111e-06, 'epoch': 1.78}
{'loss': 2.4097, 'grad_norm': 2.269099712371826, 'learning_rate': 8.108888888888889e-06, 'epoch': 1.79}
{'loss': 2.4431, 'grad_norm': 2.9660539627075195, 'learning_rate': 8.086666666666667e-06, 'epoch': 1.79}
{'loss': 2.4422, 'grad_norm': 2.4135684967041016, 'learning_rate': 8.064444444444444e-06, 'epoch': 1.79}
{'loss': 2.479, 'grad_norm': 3.8045215606689453, 'learning_rate': 8.042222222222222e-06, 'epoch': 1.8}
{'loss': 2.4263, 'grad_norm': 3.4206008911132812, 'learning_rate': 8.020000000000001e-06, 'epoch': 1.8}
{'loss': 2.4391, 'grad_norm': 2.6174607276916504, 'learning_rate': 7.997777777777779e-06, 'epoch': 1.8}
{'loss': 2.4312, 'grad_norm': 2.655125379562378, 'learning_rate': 7.975555555555556e-06, 'epoch': 1.81}
{'loss': 2.4456, 'grad_norm': 2.952118158340454, 'learning_rate': 7.953333333333334e-06, 'epoch': 1.81}
{'loss': 2.4027, 'grad_norm': 2.3864784240722656, 'learning_rate': 7.931111111111112e-06, 'epoch': 1.81}
{'loss': 2.5, 'grad_norm': 3.1766295433044434, 'learning_rate': 7.90888888888889e-06, 'epoch': 1.82}
{'loss': 2.3827, 'grad_norm': 2.326977014541626, 'learning_rate': 7.886666666666667e-06, 'epoch': 1.82}
{'loss': 2.4007, 'grad_norm': 4.6563520431518555, 'learning_rate': 7.864444444444444e-06, 'epoch': 1.82}
{'loss': 2.4372, 'grad_norm': 2.5664761066436768, 'learning_rate': 7.842222222222224e-06, 'epoch': 1.83}
{'loss': 2.4291, 'grad_norm': 3.5435450077056885, 'learning_rate': 7.820000000000001e-06, 'epoch': 1.83}
{'loss': 2.4514, 'grad_norm': 6.7715253829956055, 'learning_rate': 7.797777777777779e-06, 'epoch': 1.83}
{'loss': 2.4223, 'grad_norm': 2.0258867740631104, 'learning_rate': 7.775555555555557e-06, 'epoch': 1.84}
{'loss': 2.4396, 'grad_norm': 4.81670618057251, 'learning_rate': 7.753333333333334e-06, 'epoch': 1.84}
{'loss': 2.4798, 'grad_norm': 3.482196569442749, 'learning_rate': 7.731111111111112e-06, 'epoch': 1.84}
{'loss': 2.4475, 'grad_norm': 4.0454277992248535, 'learning_rate': 7.70888888888889e-06, 'epoch': 1.85}
{'loss': 2.4634, 'grad_norm': 3.6794261932373047, 'learning_rate': 7.686666666666667e-06, 'epoch': 1.85}
{'loss': 2.4405, 'grad_norm': 3.749285936355591, 'learning_rate': 7.664444444444445e-06, 'epoch': 1.85}
{'loss': 2.4493, 'grad_norm': 3.8864188194274902, 'learning_rate': 7.642222222222222e-06, 'epoch': 1.86}
{'loss': 2.481, 'grad_norm': 3.5321719646453857, 'learning_rate': 7.620000000000001e-06, 'epoch': 1.86}
{'loss': 2.3705, 'grad_norm': 2.719205617904663, 'learning_rate': 7.597777777777778e-06, 'epoch': 1.86}
{'loss': 2.4746, 'grad_norm': 3.1224265098571777, 'learning_rate': 7.575555555555556e-06, 'epoch': 1.87}
{'loss': 2.4733, 'grad_norm': 2.2763113975524902, 'learning_rate': 7.553333333333334e-06, 'epoch': 1.87}
{'loss': 2.3743, 'grad_norm': 3.085632801055908, 'learning_rate': 7.531111111111111e-06, 'epoch': 1.87}
{'loss': 2.445, 'grad_norm': 2.5696656703948975, 'learning_rate': 7.50888888888889e-06, 'epoch': 1.88}
{'loss': 2.4592, 'grad_norm': 2.7375597953796387, 'learning_rate': 7.486666666666667e-06, 'epoch': 1.88}
{'loss': 2.5086, 'grad_norm': 2.169769287109375, 'learning_rate': 7.464444444444445e-06, 'epoch': 1.88}
{'loss': 2.4895, 'grad_norm': 3.841954231262207, 'learning_rate': 7.4422222222222225e-06, 'epoch': 1.89}
{'loss': 2.3255, 'grad_norm': 2.2690889835357666, 'learning_rate': 7.420000000000001e-06, 'epoch': 1.89}
{'loss': 2.4284, 'grad_norm': 2.6245250701904297, 'learning_rate': 7.3977777777777786e-06, 'epoch': 1.89}
{'loss': 2.4229, 'grad_norm': 3.6199142932891846, 'learning_rate': 7.375555555555556e-06, 'epoch': 1.9}
{'loss': 2.4061, 'grad_norm': 3.969219446182251, 'learning_rate': 7.353333333333334e-06, 'epoch': 1.9}
{'loss': 2.3446, 'grad_norm': 4.756808757781982, 'learning_rate': 7.331111111111112e-06, 'epoch': 1.9}
{'loss': 2.4844, 'grad_norm': 5.177446365356445, 'learning_rate': 7.30888888888889e-06, 'epoch': 1.91}
{'loss': 2.4514, 'grad_norm': 3.874695062637329, 'learning_rate': 7.2866666666666675e-06, 'epoch': 1.91}
{'loss': 2.453, 'grad_norm': 3.248948335647583, 'learning_rate': 7.264444444444445e-06, 'epoch': 1.91}
{'loss': 2.4652, 'grad_norm': 3.9652035236358643, 'learning_rate': 7.242222222222223e-06, 'epoch': 1.92}
{'loss': 2.4189, 'grad_norm': 3.369541645050049, 'learning_rate': 7.22e-06, 'epoch': 1.92}
{'loss': 2.3908, 'grad_norm': 5.557705402374268, 'learning_rate': 7.197777777777778e-06, 'epoch': 1.92}
{'loss': 2.4725, 'grad_norm': 3.4462594985961914, 'learning_rate': 7.1755555555555556e-06, 'epoch': 1.93}
{'loss': 2.454, 'grad_norm': 3.0807015895843506, 'learning_rate': 7.153333333333334e-06, 'epoch': 1.93}
{'loss': 2.4306, 'grad_norm': 2.2833285331726074, 'learning_rate': 7.131111111111112e-06, 'epoch': 1.93}
{'loss': 2.36, 'grad_norm': 2.461794376373291, 'learning_rate': 7.108888888888889e-06, 'epoch': 1.94}
{'loss': 2.3738, 'grad_norm': 4.6993279457092285, 'learning_rate': 7.086666666666667e-06, 'epoch': 1.94}
{'loss': 2.4642, 'grad_norm': 1.5399888753890991, 'learning_rate': 7.0644444444444445e-06, 'epoch': 1.94}
{'loss': 2.3605, 'grad_norm': 2.070521354675293, 'learning_rate': 7.042222222222223e-06, 'epoch': 1.95}
{'loss': 2.3774, 'grad_norm': 4.576064109802246, 'learning_rate': 7.0200000000000006e-06, 'epoch': 1.95}
{'loss': 2.4347, 'grad_norm': 2.9032702445983887, 'learning_rate': 6.997777777777779e-06, 'epoch': 1.95}
{'loss': 2.3879, 'grad_norm': 5.002279281616211, 'learning_rate': 6.975555555555557e-06, 'epoch': 1.96}
{'loss': 2.2938, 'grad_norm': 3.3400087356567383, 'learning_rate': 6.953333333333334e-06, 'epoch': 1.96}
{'loss': 2.4642, 'grad_norm': 2.474119186401367, 'learning_rate': 6.931111111111112e-06, 'epoch': 1.96}
{'loss': 2.4562, 'grad_norm': 3.4186854362487793, 'learning_rate': 6.9088888888888895e-06, 'epoch': 1.97}
{'loss': 2.4823, 'grad_norm': 5.122756481170654, 'learning_rate': 6.886666666666667e-06, 'epoch': 1.97}
{'loss': 2.4406, 'grad_norm': 2.9258666038513184, 'learning_rate': 6.864444444444445e-06, 'epoch': 1.97}
{'loss': 2.5211, 'grad_norm': 2.401660442352295, 'learning_rate': 6.842222222222222e-06, 'epoch': 1.98}
{'loss': 2.3843, 'grad_norm': 2.080519676208496, 'learning_rate': 6.820000000000001e-06, 'epoch': 1.98}
{'loss': 2.3933, 'grad_norm': 2.732269525527954, 'learning_rate': 6.797777777777778e-06, 'epoch': 1.98}
{'loss': 2.4783, 'grad_norm': 4.571340560913086, 'learning_rate': 6.775555555555556e-06, 'epoch': 1.99}
{'loss': 2.4368, 'grad_norm': 2.5039002895355225, 'learning_rate': 6.753333333333334e-06, 'epoch': 1.99}
{'loss': 2.4375, 'grad_norm': 2.7868146896362305, 'learning_rate': 6.731111111111111e-06, 'epoch': 1.99}
{'loss': 2.4376, 'grad_norm': 4.3623199462890625, 'learning_rate': 6.708888888888889e-06, 'epoch': 2.0}
{'loss': 2.4019, 'grad_norm': 4.19111967086792, 'learning_rate': 6.6866666666666665e-06, 'epoch': 2.0}
{'loss': 2.4288, 'grad_norm': 2.6253416538238525, 'learning_rate': 6.664444444444445e-06, 'epoch': 2.0}
{'loss': 2.4515, 'grad_norm': 4.999456405639648, 'learning_rate': 6.642222222222223e-06, 'epoch': 2.01}
{'loss': 2.415, 'grad_norm': 3.430424451828003, 'learning_rate': 6.620000000000001e-06, 'epoch': 2.01}
{'loss': 2.4719, 'grad_norm': 5.732930660247803, 'learning_rate': 6.597777777777779e-06, 'epoch': 2.01}
{'loss': 2.4046, 'grad_norm': 1.799100637435913, 'learning_rate': 6.575555555555556e-06, 'epoch': 2.02}
{'loss': 2.385, 'grad_norm': 4.467440128326416, 'learning_rate': 6.553333333333334e-06, 'epoch': 2.02}
{'loss': 2.435, 'grad_norm': 2.9965827465057373, 'learning_rate': 6.5311111111111114e-06, 'epoch': 2.02}
{'loss': 2.4321, 'grad_norm': 2.361380100250244, 'learning_rate': 6.508888888888889e-06, 'epoch': 2.03}
{'loss': 2.4384, 'grad_norm': 3.909919023513794, 'learning_rate': 6.486666666666667e-06, 'epoch': 2.03}
{'loss': 2.4402, 'grad_norm': 3.1289656162261963, 'learning_rate': 6.464444444444445e-06, 'epoch': 2.03}
{'loss': 2.3947, 'grad_norm': 1.7364635467529297, 'learning_rate': 6.442222222222223e-06, 'epoch': 2.04}
{'loss': 2.4024, 'grad_norm': 2.231074810028076, 'learning_rate': 6.42e-06, 'epoch': 2.04}
{'loss': 2.4029, 'grad_norm': 3.131695032119751, 'learning_rate': 6.397777777777778e-06, 'epoch': 2.04}
{'loss': 2.3926, 'grad_norm': 6.39676570892334, 'learning_rate': 6.375555555555556e-06, 'epoch': 2.05}
{'loss': 2.4483, 'grad_norm': 3.660569906234741, 'learning_rate': 6.353333333333333e-06, 'epoch': 2.05}
{'loss': 2.3962, 'grad_norm': 3.342149019241333, 'learning_rate': 6.331111111111111e-06, 'epoch': 2.05}
{'loss': 2.3629, 'grad_norm': 4.39951229095459, 'learning_rate': 6.30888888888889e-06, 'epoch': 2.06}
{'loss': 2.4098, 'grad_norm': 3.4238717555999756, 'learning_rate': 6.286666666666668e-06, 'epoch': 2.06}
{'loss': 2.4267, 'grad_norm': 3.033766508102417, 'learning_rate': 6.264444444444445e-06, 'epoch': 2.06}
{'loss': 2.4217, 'grad_norm': 4.650278568267822, 'learning_rate': 6.242222222222223e-06, 'epoch': 2.07}
{'loss': 2.4495, 'grad_norm': 3.452200174331665, 'learning_rate': 6.220000000000001e-06, 'epoch': 2.07}
{'loss': 2.4921, 'grad_norm': 3.4483091831207275, 'learning_rate': 6.197777777777778e-06, 'epoch': 2.07}
{'loss': 2.3858, 'grad_norm': 3.309530019760132, 'learning_rate': 6.175555555555556e-06, 'epoch': 2.08}
{'loss': 2.4384, 'grad_norm': 4.106691837310791, 'learning_rate': 6.1533333333333334e-06, 'epoch': 2.08}
{'loss': 2.45, 'grad_norm': 2.774278402328491, 'learning_rate': 6.131111111111112e-06, 'epoch': 2.08}
{'loss': 2.4652, 'grad_norm': 3.6081371307373047, 'learning_rate': 6.1088888888888895e-06, 'epoch': 2.09}
{'loss': 2.4518, 'grad_norm': 4.337646484375, 'learning_rate': 6.086666666666667e-06, 'epoch': 2.09}
{'loss': 2.4058, 'grad_norm': 2.9429092407226562, 'learning_rate': 6.064444444444445e-06, 'epoch': 2.09}
{'loss': 2.3611, 'grad_norm': 4.049942493438721, 'learning_rate': 6.042222222222222e-06, 'epoch': 2.1}
{'loss': 2.4081, 'grad_norm': 4.414797782897949, 'learning_rate': 6.02e-06, 'epoch': 2.1}
{'loss': 2.4466, 'grad_norm': 1.9187729358673096, 'learning_rate': 5.9977777777777776e-06, 'epoch': 2.1}
{'loss': 2.4123, 'grad_norm': 2.8982269763946533, 'learning_rate': 5.975555555555555e-06, 'epoch': 2.11}
{'loss': 2.4442, 'grad_norm': 3.5999855995178223, 'learning_rate': 5.9533333333333345e-06, 'epoch': 2.11}
{'loss': 2.4677, 'grad_norm': 2.910344123840332, 'learning_rate': 5.931111111111112e-06, 'epoch': 2.11}
{'loss': 2.3891, 'grad_norm': 2.227287530899048, 'learning_rate': 5.90888888888889e-06, 'epoch': 2.12}
{'loss': 2.414, 'grad_norm': 3.846359968185425, 'learning_rate': 5.886666666666667e-06, 'epoch': 2.12}
{'loss': 2.4034, 'grad_norm': 5.722780227661133, 'learning_rate': 5.864444444444445e-06, 'epoch': 2.12}
{'loss': 2.4578, 'grad_norm': 3.5098977088928223, 'learning_rate': 5.8422222222222226e-06, 'epoch': 2.13}
{'loss': 2.5068, 'grad_norm': 3.728135108947754, 'learning_rate': 5.82e-06, 'epoch': 2.13}
{'loss': 2.4623, 'grad_norm': 2.5669949054718018, 'learning_rate': 5.797777777777778e-06, 'epoch': 2.13}
{'loss': 2.4433, 'grad_norm': 3.085179328918457, 'learning_rate': 5.775555555555556e-06, 'epoch': 2.14}
{'loss': 2.3974, 'grad_norm': 4.870430946350098, 'learning_rate': 5.753333333333334e-06, 'epoch': 2.14}
{'loss': 2.4817, 'grad_norm': 3.605442523956299, 'learning_rate': 5.7311111111111115e-06, 'epoch': 2.14}
{'loss': 2.3782, 'grad_norm': 4.1044135093688965, 'learning_rate': 5.708888888888889e-06, 'epoch': 2.15}
{'loss': 2.4238, 'grad_norm': 2.505845546722412, 'learning_rate': 5.686666666666667e-06, 'epoch': 2.15}
{'loss': 2.3698, 'grad_norm': 2.44132137298584, 'learning_rate': 5.664444444444444e-06, 'epoch': 2.15}
{'loss': 2.4797, 'grad_norm': 2.159904956817627, 'learning_rate': 5.642222222222222e-06, 'epoch': 2.16}
{'loss': 2.4815, 'grad_norm': 1.9373871088027954, 'learning_rate': 5.620000000000001e-06, 'epoch': 2.16}
{'loss': 2.4668, 'grad_norm': 4.514401435852051, 'learning_rate': 5.597777777777779e-06, 'epoch': 2.16}
{'loss': 2.3922, 'grad_norm': 3.3440706729888916, 'learning_rate': 5.5755555555555565e-06, 'epoch': 2.17}
{'loss': 2.384, 'grad_norm': 3.6384036540985107, 'learning_rate': 5.553333333333334e-06, 'epoch': 2.17}
{'loss': 2.4218, 'grad_norm': 3.234950065612793, 'learning_rate': 5.531111111111112e-06, 'epoch': 2.17}
{'loss': 2.4834, 'grad_norm': 4.142238140106201, 'learning_rate': 5.508888888888889e-06, 'epoch': 2.18}
{'loss': 2.3969, 'grad_norm': 3.1731159687042236, 'learning_rate': 5.486666666666667e-06, 'epoch': 2.18}
{'loss': 2.4263, 'grad_norm': 2.7976319789886475, 'learning_rate': 5.4644444444444445e-06, 'epoch': 2.18}
{'loss': 2.4606, 'grad_norm': 2.853273630142212, 'learning_rate': 5.442222222222223e-06, 'epoch': 2.19}
{'loss': 2.417, 'grad_norm': 2.2014431953430176, 'learning_rate': 5.420000000000001e-06, 'epoch': 2.19}
{'loss': 2.4103, 'grad_norm': 2.457686185836792, 'learning_rate': 5.397777777777778e-06, 'epoch': 2.19}
{'loss': 2.3772, 'grad_norm': 2.693469762802124, 'learning_rate': 5.375555555555556e-06, 'epoch': 2.2}
{'loss': 2.3384, 'grad_norm': 2.5080275535583496, 'learning_rate': 5.3533333333333335e-06, 'epoch': 2.2}
{'loss': 2.4596, 'grad_norm': 1.816960096359253, 'learning_rate': 5.331111111111111e-06, 'epoch': 2.2}
{'loss': 2.4171, 'grad_norm': 3.696126937866211, 'learning_rate': 5.308888888888889e-06, 'epoch': 2.21}
{'loss': 2.4139, 'grad_norm': 6.46939754486084, 'learning_rate': 5.286666666666666e-06, 'epoch': 2.21}
{'loss': 2.3954, 'grad_norm': 4.570836067199707, 'learning_rate': 5.264444444444446e-06, 'epoch': 2.21}
{'loss': 2.4191, 'grad_norm': 5.299831867218018, 'learning_rate': 5.242222222222223e-06, 'epoch': 2.22}
{'loss': 2.4473, 'grad_norm': 3.4289278984069824, 'learning_rate': 5.220000000000001e-06, 'epoch': 2.22}
{'loss': 2.4459, 'grad_norm': 2.2768754959106445, 'learning_rate': 5.1977777777777785e-06, 'epoch': 2.22}
{'loss': 2.4423, 'grad_norm': 3.4175071716308594, 'learning_rate': 5.175555555555556e-06, 'epoch': 2.23}
{'loss': 2.4629, 'grad_norm': 3.970853567123413, 'learning_rate': 5.153333333333334e-06, 'epoch': 2.23}
{'loss': 2.4763, 'grad_norm': 2.413785219192505, 'learning_rate': 5.131111111111111e-06, 'epoch': 2.23}
{'loss': 2.3577, 'grad_norm': 2.6229450702667236, 'learning_rate': 5.108888888888889e-06, 'epoch': 2.24}
{'loss': 2.4006, 'grad_norm': 3.948307991027832, 'learning_rate': 5.086666666666667e-06, 'epoch': 2.24}
{'loss': 2.4041, 'grad_norm': 4.963808536529541, 'learning_rate': 5.064444444444445e-06, 'epoch': 2.24}
{'loss': 2.465, 'grad_norm': 4.497967720031738, 'learning_rate': 5.042222222222223e-06, 'epoch': 2.25}
{'loss': 2.4181, 'grad_norm': 2.5831236839294434, 'learning_rate': 5.02e-06, 'epoch': 2.25}
{'loss': 2.4451, 'grad_norm': 3.4176981449127197, 'learning_rate': 4.997777777777778e-06, 'epoch': 2.25}
{'loss': 2.3997, 'grad_norm': 2.527480125427246, 'learning_rate': 4.9755555555555554e-06, 'epoch': 2.26}
{'loss': 2.4101, 'grad_norm': 2.772075891494751, 'learning_rate': 4.953333333333334e-06, 'epoch': 2.26}
{'loss': 2.4495, 'grad_norm': 5.079545021057129, 'learning_rate': 4.9311111111111115e-06, 'epoch': 2.26}
{'loss': 2.3785, 'grad_norm': 5.309099197387695, 'learning_rate': 4.908888888888889e-06, 'epoch': 2.27}
{'loss': 2.4488, 'grad_norm': 3.9158132076263428, 'learning_rate': 4.886666666666668e-06, 'epoch': 2.27}
{'loss': 2.5062, 'grad_norm': 2.9748752117156982, 'learning_rate': 4.864444444444445e-06, 'epoch': 2.27}
{'loss': 2.4104, 'grad_norm': 3.4619290828704834, 'learning_rate': 4.842222222222223e-06, 'epoch': 2.28}
{'loss': 2.4291, 'grad_norm': 4.231388092041016, 'learning_rate': 4.8200000000000004e-06, 'epoch': 2.28}
{'loss': 2.4585, 'grad_norm': 2.8968262672424316, 'learning_rate': 4.797777777777778e-06, 'epoch': 2.28}
{'loss': 2.5051, 'grad_norm': 3.1082494258880615, 'learning_rate': 4.775555555555556e-06, 'epoch': 2.29}
{'loss': 2.4236, 'grad_norm': 3.4346086978912354, 'learning_rate': 4.753333333333333e-06, 'epoch': 2.29}
{'loss': 2.3782, 'grad_norm': 3.396587371826172, 'learning_rate': 4.731111111111112e-06, 'epoch': 2.29}
